id,timestamp,genero,edad,nivel_estudios,rama_estudios,anos_experiencia,pais_residencia,pregunta_1,pregunta_2,pregunta_3,pregunta_4_otro,pregunta_5,pregunta_6_otro,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,nivel_estudios_otro,opción_otro_9,opción_otro_8,rama_estudios_otro
153,2025-05-19 17:34:28+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",4 - 6 años,España,Ambas respuestas son correctas,"Sí, diariamente","[""Uso personal"",""Estudio académico""]",,Negocios y finanzas,,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Una persona,Las empresas que desarrollan los algoritmos,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,"El entorno del joven (familiares, escuela, amigos, etc.)",La empresa responsable del chatbot,Depende del tipo de IA y su finalidad,Acuerdo,Neutral,Neutral,Neutral,Totalmente acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más confianza tengo",Media,"Sí, definitivamente",,,,
154,2025-05-19 17:46:47+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Más de 10 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Uso personal"",""Trabajo""]",,Otros,,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Los gobiernos y organismos reguladores,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Neutral,Acuerdo,"[""Decisiones médicas"",""Decisiones legales o judiciales""]","Sí, cuanto más sé, más confianza tengo",Media,"Sí, algo",,,,
155,2025-05-19 18:09:20+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Más de 10 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano",Nunca,[],,No la utilizo,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Los gobiernos y organismos reguladores,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,"El entorno del joven (familiares, escuela, amigos, etc.)",La plataforma (Chai) que permitió la interacción,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Acuerdo,"[""Decisiones logísticas""]","No, mi opinión no depende de lo que sepa sobre ella",Media,"Sí, algo",,,No la he usado nunca,
156,2025-05-19 18:44:55+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Más de 10 años,España,Ambas respuestas son correctas,"Sí, esporádicamente","[""Uso personal""]",,No la utilizo,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,La empresa desarrolladora de la IA.,La plataforma (Chai) que permitió la interacción,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Neutral,Acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más desconfío",Baja,"Sí, algo",,,,
157,2025-05-19 18:49:43+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ciencias de la Salud (Enfermería, Medicina, Psicología, Odontología, Veterinaria, ...",4 - 6 años,España,Ambas respuestas son correctas,"Sí, diariamente","[""Estudio académico""]",,Otros,estudios,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Neutral,Acuerdo,Totalmente acuerdo,Acuerdo,Totalmente acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más desconfío",Baja,"Sí, algo",,estudios,,
158,2025-05-19 19:10:30+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias (Ciencias Ambientales, Física, Geología, Matemáticas, Química, ...)",4 - 6 años,Estados Unidos,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, esporádicamente","[""Uso personal""]",,Otros,Para mandar fotos inventadas ,No estoy seguro/a,"A menudo, en función del contexto",Una persona,Todos los anteriores comparten responsabilidad,En la universidad,La empresa Air Canada,No estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Desacuerdo,Desacuerdo,"[""Ninguna""]","Sí, cuanto más sé, más desconfío",Muy baja,"No, no influiría en mi decisión",,Para mandar fotos inventadas ,,
159,2025-05-19 19:26:23+00,Femenino,18 - 24,Estudios secundarios,"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",1 - 3 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Estudio académico""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,"Los usuarios, que deben usar la IA de forma crítica",En la educación primaria y secundaria (colegios),La empresa Air Canada,No estoy de acuerdo,"Sí, siempre que el usuario acepte los términos de uso",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Acuerdo,Acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más desconfío",Alta,"Sí, definitivamente",,,,
160,2025-05-19 19:39:12+00,Masculino,45 - 54,Estudios universitarios (o superiores a los secundarios),Otros,Más de 10 años,España,Ambas respuestas son correctas,"Sí, semanalmente","[""Uso personal""]",,"Humanidades (Lengua, literatura, idiomas,...)",,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"Sí, siempre que el usuario acepte los términos de uso",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Acuerdo,Acuerdo,Neutral,Neutral,"[""Decisiones logísticas""]","Sí, cuanto más sé, más confianza tengo",Media,"Sí, algo",,,,
162,2025-05-19 19:40:33+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Biociencias (Biología, Bioquímica, Genética, Microbiología, ...)",4 - 6 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Estudio académico""]",,"Ciencias (Matemáticas, Física, Biología,...)",,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,No estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Neutral,Desacuerdo,"[""Decisiones logísticas"",""Decisiones legales o judiciales""]","Sí, cuanto más sé, más desconfío",Media,"Sí, algo",,,,
164,2025-05-19 19:41:57+00,Masculino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",1 - 3 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Uso personal"",""Estudio académico"",""Trabajo""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),La empresa Air Canada,No estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,"El entorno del joven (familiares, escuela, amigos, etc.)",El hombre que mantenía la conversación,Depende del tipo de IA y su finalidad,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Acuerdo,"[""Decisiones legales o judiciales"",""Decisiones éticas en situaciones límite (como en coches autónomos)""]","Sí, cuanto más sé, más desconfío",Baja,"Sí, algo",,,,
166,2025-05-19 19:46:17+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Artes y Humanidades (Diseño, Filosofía, Historia, Traducción e Interpretación, ...)",Menos de 1 año,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, esporádicamente","[""Uso personal""]",,Otros,,No estoy seguro/a,"A menudo, en función del contexto",Una persona,Los gobiernos y organismos reguladores,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ","El entorno del joven (familiares, escuela, amigos, etc.)",La plataforma (Chai) que permitió la interacción,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Neutral,Neutral,Acuerdo,Neutral,"[""Decisiones logísticas""]","Sí, cuanto más sé, más desconfío",Baja,"Sí, algo",,,,
167,2025-05-19 20:14:42+00,Masculino,Mayor de 64,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)", 7 - 10 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Trabajo""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Los gobiernos y organismos reguladores,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,"[""Decisiones logísticas"",""Decisiones legales o judiciales"",""Decisiones éticas en situaciones límite (como en coches autónomos)""]","Sí, cuanto más sé, más confianza tengo",Alta,"Sí, definitivamente",,,,
168,2025-05-19 21:06:52+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",4 - 6 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, semanalmente","[""Estudio académico""]",,Arte y diseño,,"No, porque la IA analiza los datos de forma neutral","A menudo, en función del contexto",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),La empresa Air Canada,No estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Desacuerdo,"[""Ninguna""]","No, mi opinión no depende de lo que sepa sobre ella",Media,"No, no influiría en mi decisión",,,,
169,2025-05-20 07:13:14+00,Masculino,25 - 34,Estudios universitarios (o superiores a los secundarios),"Ciencias (Ciencias Ambientales, Física, Geología, Matemáticas, Química, ...)", 7 - 10 años,España,Campo científico de la informática centrado en la creación de programas considerados inteligentes,"Sí, semanalmente","[""Uso personal"",""Estudio académico"",""Trabajo""]",,"Humanidades (Lengua, literatura, idiomas,...)",,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,"Los usuarios, que deben usar la IA de forma crítica",En la universidad,Jake Moffatt,Estoy de acuerdo,"Sí, siempre que el usuario acepte los términos de uso","El entorno del joven (familiares, escuela, amigos, etc.)",La empresa responsable del chatbot,"No, la responsabilidad final siempre debería recaer en el usuario",Totalmente acuerdo,Neutral,Neutral,Acuerdo,Acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más desconfío",Muy baja,"Sí, algo",,,,
170,2025-05-20 07:36:17+00,Masculino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",1 - 3 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Uso personal"",""Estudio académico""]",,Otros,Programacion,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Los gobiernos y organismos reguladores,En la educación primaria y secundaria (colegios),Jake Moffatt,No estoy de acuerdo,"Sí, siempre que el usuario acepte los términos de uso","El entorno del joven (familiares, escuela, amigos, etc.)",La empresa responsable del chatbot,Depende del tipo de IA y su finalidad,Acuerdo,Acuerdo,Neutral,Neutral,Neutral,"[""Ninguna""]","Sí, cuanto más sé, más desconfío",Media,"No, no influiría en mi decisión",,Programacion,,
171,2025-05-20 07:37:34+00,Masculí,18 - 24,Estudis universitaris (o superiors als secundaris),"Enginyeries i Arquitectura (Enginyeria, Industrials, Informàtica, Telecomunicacions, ...)",1 - 3 anys,Espanya,Ambdues respostes són correctes,"Sí, setmanalment","[""Estudi acadèmic""]",,Programació / Enginyeria,,"Sí, perquè aprenen de dades que poden estar esbiaixades per la societat","Sí, sempre tenim algun tipus de biaix",Una persona,Tots els anteriors comparteixen responsabilitat,A l’educació primària i secundària (escoles),Jake Moffatt,Hi estic d'acord,Haurien d'estar etiquetades amb advertiments sobre el seu contingut,"L'entorn del jove (familiars, escola, amics, etc.)",L’home que mantenia la conversa,"Sí, hauria de ser un requisit mínim",Totalment d'acord,D'acord,Totalment d'acord,D'acord,D'acord,"[""Decisions logístiques""]","Sí, com més en sé, menys confiança hi tinc",Mitjà,"Sí, una mica",,,,
172,2025-05-20 08:37:28+00,No binario,Menor de 18,Estudios secundarios,"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",1 - 3 años,España,Ambas respuestas son correctas,"Sí, diariamente","[""Uso personal"",""Estudio académico"",""Trabajo""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"No, la responsabilidad final siempre debería recaer en el usuario",Totalmente acuerdo,Desacuerdo,Acuerdo,Totalmente acuerdo,Desacuerdo,"[""Decisiones legales o judiciales""]","Sí, cuanto más sé, más desconfío",Muy alta,"Sí, algo",,,,
173,2025-05-20 08:41:31+00,Masculino,18 - 24,Estudios secundarios,"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",Menos de 1 año,España,Ambas respuestas son correctas,"Sí, diariamente","[""Uso personal"",""Estudio académico""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"Sí, siempre que el usuario acepte los términos de uso","El entorno del joven (familiares, escuela, amigos, etc.)",El hombre que mantenía la conversación,Depende del tipo de IA y su finalidad,Acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Totalmente acuerdo,"[""Decisiones logísticas"",""Decisiones legales o judiciales"",""Decisiones éticas en situaciones límite (como en coches autónomos)""]","Sí, cuanto más sé, más confianza tengo",Alta,"Sí, definitivamente",,,,
174,2025-05-20 15:13:24+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Más de 10 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano",Nunca,[],,No la utilizo,,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,No creo que sea necesario regular ni concienciar sobre la IA,La empresa Air Canada,No estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Totalmente desacuerdo,Totalmente desacuerdo,"[""Ninguna""]","No, mi opinión no depende de lo que sepa sobre ella",Muy baja,"No, no confiaría más",,,,
175,2025-05-20 19:56:04+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Menos de 1 año,España,Ambas respuestas son correctas,"Sí, diariamente","[""Estudio académico""]",,"Ciencias sociales (Economía, Historia,...)",,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Las empresas que desarrollan los algoritmos,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La plataforma (Chai) que permitió la interacción,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Acuerdo,"[""Decisiones logísticas""]","No, mi opinión no depende de lo que sepa sobre ella",Alta,"Sí, definitivamente",,,,
176,2025-05-21 11:45:43+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias de la Salud (Enfermería, Medicina, Psicología, Odontología, Veterinaria, ...",Más de 10 años,España,Ambas respuestas son correctas,"Sí, esporádicamente","[""Uso personal""]",,No la utilizo,,No estoy seguro/a,"Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Acuerdo,Acuerdo,"[""Ninguna""]","No, mi opinión no depende de lo que sepa sobre ella",Media,"Sí, algo",,,,
177,2025-05-21 17:44:34+00,Femení,18 - 24,Estudis universitaris (o superiors als secundaris),"Ciències Socials i Jurídiques (ADE, Comunicació Audiovisual, Criminologia, Dret, Economia, Periodisme, Turisme, ...)",1 - 3 anys,Espanya,"Capacitat de les màquines per fer servir algoritmes, aprendre de les dades i utilitzar el que han après per prendre decisions com ho faria un ésser humà","Sí, setmanalment","[""Ús personal"",""Estudi acadèmic""]",,Negocis i finances,,"No, perquè la IA analitza les dades de manera neutral","Sovint, segons el context",Una persona,Els governs i organismes reguladors,A l’educació primària i secundària (escoles),Jake Moffatt,Hi estic d'acord,"No, haurien d'estar restringides per edat",L'empresa desenvolupadora de la IA,L’empresa responsable del xatbot,"Sí, hauria de ser un requisit mínim",Totalment d'acord,Totalment d'acord,Totalment d'acord,D'acord,D'acord,"[""Decisions logístiques""]","No, la meva opinió no depèn del que en sàpiga",Alt,"Sí, definitivament",,,,
178,2025-05-21 17:48:24+00,Femení,18 - 24,Estudis universitaris (o superiors als secundaris),"Enginyeries i Arquitectura (Enginyeria, Industrials, Informàtica, Telecomunicacions, ...)",Menys d'1 any,Espanya,Ambdues respostes són correctes,"Sí, setmanalment","[""Ús personal"",""Estudi acadèmic"",""Feina""]",,Programació / Enginyeria,,"Sí, perquè aprenen de dades que poden estar esbiaixades per la societat","Sí, sempre tenim algun tipus de biaix",Una persona,Les empreses que desenvolupen els algoritmes,A l’educació primària i secundària (escoles),L'empresa Air Canada,No hi estic d'acord,Haurien d'estar etiquetades amb advertiments sobre el seu contingut,L'empresa desenvolupadora de la IA,La plataforma (Chai) que va permetre la interacció,"Sí, hauria de ser un requisit mínim",Totalment d'acord,Totalment d'acord,Totalment d'acord,Neutral,En desacord,"[""Decisions logístiques""]","Sí, com més en sé, menys confiança hi tinc",Mitjà,"Sí, definitivament",,,,
179,2025-05-21 17:52:50+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Biociencias (Biología, Bioquímica, Genética, Microbiología, ...)",Menos de 1 año,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Uso personal"",""Estudio académico""]",,"Humanidades (Lengua, literatura, idiomas,...)",,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),La empresa Air Canada,No estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La plataforma (Chai) que permitió la interacción,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Neutral,Totalmente acuerdo,Acuerdo,Acuerdo,"[""Decisiones logísticas"",""Decisiones legales o judiciales""]","Sí, cuanto más sé, más desconfío",Media,"Sí, algo",,,,
180,2025-05-21 17:58:08+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",Menos de 1 año,España,Ambas respuestas son correctas,"Sí, diariamente","[""Uso personal"",""Estudio académico"",""Trabajo""]",,No la utilizo,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),La empresa Air Canada,No estoy de acuerdo,"No, deberían estar restringidas por edad ","El entorno del joven (familiares, escuela, amigos, etc.)",El hombre que mantenía la conversación,Depende del tipo de IA y su finalidad,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,"[""Decisiones logísticas"",""Decisiones legales o judiciales""]","Sí, cuanto más sé, más confianza tengo",Alta,"Sí, definitivamente",,,,
181,2025-05-23 18:40:39+00,Femenino,55 - 64,Estudios universitarios (o superiores a los secundarios),"Ciencias Sociales y Jurídicas (ADE, Comunicación Audiovisual, Criminología, Derecho, Economía, Periodismo, Turismo, ...)",Más de 10 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano",Nunca,"[""Uso personal""]",,Arte y diseño,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),La empresa Air Canada,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente desacuerdo,Totalmente desacuerdo,Totalmente desacuerdo,Desacuerdo,"[""Ninguna""]","No, mi opinión no depende de lo que sepa sobre ella",Muy baja,"Sí, algo",,,,
182,2025-05-26 16:53:56+00,Masculino,25 - 34,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",Menos de 1 año,España,Campo científico de la informática centrado en la creación de programas considerados inteligentes,"Sí, diariamente","[""Estudio académico"",""Trabajo""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Un sistema con IA,Las empresas que desarrollan los algoritmos,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,"No, deberían estar restringidas por edad ",La empresa desarrolladora de la IA.,La empresa responsable del chatbot,"Sí, debería ser un requisito mínimo",Totalmente acuerdo,Totalmente acuerdo,Totalmente acuerdo,Neutral,Acuerdo,"[""Decisiones logísticas""]","Sí, cuanto más sé, más confianza tengo",Media,"Sí, definitivamente",,,,
185,2025-05-26 17:11:46+00,Masculí,18 - 24,Estudis secundaris,"Enginyeries i Arquitectura (Enginyeria, Industrials, Informàtica, Telecomunicacions, ...)",1 - 3 anys,Espanya,"Capacitat de les màquines per fer servir algoritmes, aprendre de les dades i utilitzar el que han après per prendre decisions com ho faria un ésser humà","Sí, diàriament","[""Ús personal"",""Estudi acadèmic"",""Feina""]",,Programació / Enginyeria,,"Sí, perquè aprenen de dades que poden estar esbiaixades per la societat","Sovint, segons el context",Una persona,Tots els anteriors comparteixen responsabilitat,A l’educació primària i secundària (escoles),L'empresa Air Canada,Hi estic d'acord,"No, haurien d'estar restringides per edat","L'entorn del jove (familiars, escola, amics, etc.)",L’empresa responsable del xatbot,"Sí, hauria de ser un requisit mínim",Totalment d'acord,Totalment d'acord,Totalment d'acord,Neutral,Neutral,"[""Decisions logístiques"",""Decisions ètiques en situacions límit (com en vehicles autònoms)""]","No, la meva opinió no depèn del que en sàpiga",Mitjà,"Sí, una mica",,,,
187,2025-05-26 17:20:28+00,Femenino,18 - 24,Estudios universitarios (o superiores a los secundarios),"Ingenierías y Arquitectura (Ingeniería, Industriales, Informática, Telecos, ...)",4 - 6 años,España,"Capacidad de las máquinas para usar algoritmos, aprender de los datos y utilizar lo aprendido en la toma de decisiones tal y como lo haría un ser humano","Sí, diariamente","[""Uso personal"",""Estudio académico"",""Trabajo""]",,Programación / Ingeniería,,"Sí, porque aprenden de datos que pueden estar sesgados por la sociedad","Sí, siempre tenemos algún tipo de sesgo",Una persona,Todos los anteriores comparten responsabilidad,En la educación primaria y secundaria (colegios),Jake Moffatt,Estoy de acuerdo,Deberían estar etiquetadas con advertencias sobre su contenido,"El entorno del joven (familiares, escuela, amigos, etc.)",El hombre que mantenía la conversación,Depende del tipo de IA y su finalidad,Acuerdo,Acuerdo,Neutral,Desacuerdo,Acuerdo,"[""Decisiones logísticas""]","No, mi opinión no depende de lo que sepa sobre ella",Media,"Sí, algo",,,,
